xc yc W eW
0.59 -0.61 0.116466 0.0228519
0.59 -0.59 0.108303 0.0208166
0.59 -0.57 0.129771 0.0236556
0.59 -0.55 0.0952381 0.0203451
0.59 -0.53 0.0934256 0.0188009
0.59 -0.51 0.120301 0.0225092
0.59 -0.49 0.100719 0.0199697
0.59 -0.47 0.157676 0.0275213
0.59 -0.45 0.162055 0.0272825
0.59 -0.43 0.109756 0.0222516
0.59 -0.41 0.119149 0.0238207
0.59 -0.39 0.178571 0.0288991
0.59 -0.37 0.0988593 0.0203237
0.59 -0.35 0.0996441 0.0197469
0.59 -0.33 0.109541 0.0207236
0.59 -0.31 0.137795 0.0248446
0.59 -0.29 0.126394 0.0230055
0.59 -0.27 0.113636 0.0218942
0.59 -0.25 0.142857 0.0247746
0.59 -0.23 0.125926 0.0229156
0.59 -0.21 0.120833 0.0237552
0.59 -0.19 0.114391 0.0216885
0.59 -0.17 0.138182 0.0239147
0.59 -0.15 0.095057 0.0198945
0.59 -0.13 0.129167 0.0246518
0.59 -0.11 0.103448 0.0198399
0.59 -0.09 0.111913 0.0211952
0.59 -0.07 0.124528 0.0229877
0.59 -0.05 0.172691 0.0285185
0.59 -0.03 0.136187 0.0245372
0.59 -0.01 0.120172 0.0240362
0.59 0.01 0.128631 0.0245437
0.59 0.03 0.12406 0.0228966
0.59 0.05 0.116732 0.0225217
0.59 0.07 0.138996 0.0247237
0.59 0.09 0.119816 0.0248657
0.59 0.11 0.0869565 0.0185056
0.59 0.13 0.157509 0.0258425
0.59 0.15 0.153846 0.0275429
0.59 0.17 0.108209 0.0211531
0.59 0.19 0.148594 0.0261809
0.59 0.21 0.135889 0.0231909
0.59 0.23 0.163347 0.0275152
0.59 0.25 0.123016 0.0234139
0.59 0.27 0.13964 0.0267739
0.59 0.29 0.112033 0.0227365
0.59 0.31 0.161435 0.0289964
0.59 0.33 0.123016 0.0234139
0.59 0.35 0.164502 0.0287972
0.59 0.37 0.144578 0.0257795
0.59 0.39 0.107143 0.0205828
0.59 0.41 0.117438 0.0216104
0.59 0.43 0.0943396 0.0197379
0.59 0.45 0.090566 0.0193057
0.59 0.47 0.0898876 0.0191551
0.59 0.49 0.129167 0.0246518
0.59 0.51 0.110294 0.0212183
0.59 0.53 0.157258 0.0270892
0.59 0.55 0.088968 0.0185683
0.59 0.57 0.150215 0.0272312
0.59 0.59 0.106122 0.0218888
0.59 0.61 0.125 0.0238125
0.59 0.63 0.139241 0.0258712
0.59 0.65 0.116105 0.0220304
0.59 0.67 0.0943396 0.0197379
0.59 0.69 0.153543 0.0264068
0.59 0.71 0.130045 0.025671
0.59 0.73 0.141631 0.0263429
0.59 0.75 0.129032 0.0242369
0.59 0.77 0.131687 0.0247646
0.59 0.79 0.0893617 0.020353
0.59 0.81 0.135246 0.0250849
0.59 0.83 0.115385 0.0234519
0.59 0.85 0.172566 0.0299221
0.59 0.87 0.0708661 0.017285
0.59 0.89 0.0856031 0.0190158
0.59 0.91 0.093617 0.0208726
0.59 0.93 0.154639 0.0303377
0.59 0.95 0.128906 0.0238422
0.59 0.97 0.0822511 0.0196304
0.59 0.99 0.100775 0.0207356
0.59 1.01 0.0801688 0.019115
0.59 1.03 0.118367 0.0232448
0.61 -0.81 0.152893 0.0269886
0.61 -0.79 0.122137 0.0228716
0.61 -0.77 0.106464 0.0211637
0.61 -0.75 0.144487 0.025075
0.61 -0.73 0.125506 0.0239143
0.61 -0.71 0.167401 0.0293411
0.61 -0.69 0.115702 0.0230961
0.61 -0.67 0.109804 0.0218606
0.61 -0.65 0.136531 0.0239289
0.61 -0.63 0.109804 0.0218606
0.61 -0.61 0.125984 0.0236324
0.61 -0.59 0.128405 0.0237441
0.61 -0.57 0.102459 0.021516
0.61 -0.55 0.145985 0.0247098
0.61 -0.53 0.132479 0.025321
0.61 -0.51 0.146154 0.0253828
0.61 -0.49 0.120438 0.0221922
0.61 -0.47 0.135531 0.0237431
0.61 -0.45 0.144578 0.0257795
0.61 -0.43 0.139286 0.0238062
0.61 -0.41 0.177966 0.0298043
0.61 -0.39 0.124528 0.0229877
0.61 -0.37 0.123188 0.0223901
0.61 -0.35 0.136 0.0248593
0.61 -0.33 0.147186 0.0270361
0.61 -0.31 0.164835 0.0265201
0.61 -0.29 0.0989399 0.0196011
0.61 -0.27 0.0968992 0.0202971
0.61 -0.25 0.133574 0.0233801
0.61 -0.23 0.13278 0.0249822
0.61 -0.21 0.133803 0.0231122
0.61 -0.19 0.120968 0.0233833
0.61 -0.17 0.107807 0.0210707
0.61 -0.15 0.0909091 0.0193819
0.61 -0.13 0.106557 0.0219828
0.61 -0.11 0.100719 0.0199697
0.61 -0.09 0.141176 0.0251355
0.61 -0.07 0.0985915 0.0195289
0.61 -0.05 0.119048 0.0229924
0.61 -0.03 0.144 0.0256699
0.61 -0.01 0.163498 0.0268944
0.61 0.01 0.0790378 0.0171194
0.61 0.03 0.151899 0.0271713
0.61 0.05 0.168539 0.0271592
0.61 0.07 0.155039 0.0263456
0.61 0.09 0.136531 0.0239289
0.61 0.11 0.133333 0.0250924
0.61 0.13 0.107407 0.0209889
0.61 0.15 0.167315 0.0275674
0.61 0.17 0.122047 0.0232195
0.61 0.19 0.121107 0.021675
0.61 0.21 0.161943 0.027601
0.61 0.23 0.177122 0.0277372
0.61 0.25 0.131474 0.0243448
0.61 0.27 0.184332 0.0317181
0.61 0.29 0.139442 0.0251598
0.61 0.31 0.113208 0.0218073
0.61 0.33 0.146154 0.0253828
0.61 0.35 0.128302 0.0233726
0.61 0.37 0.088968 0.0185683
0.61 0.39 0.0946502 0.0206488
0.61 0.41 0.109848 0.0214895
0.61 0.43 0.109848 0.0214895
0.61 0.45 0.109375 0.021771
0.61 0.47 0.118321 0.0224731
0.61 0.49 0.109434 0.0214044
0.61 0.51 0.131783 0.0240437
0.61 0.53 0.1 0.0194759
0.61 0.55 0.152466 0.0280704
0.61 0.57 0.12406 0.0228966
0.61 0.59 0.125 0.0238125
0.61 0.61 0.142292 0.0253466
0.61 0.63 0.137097 0.0250719
0.61 0.65 0.178423 0.0295371
0.61 0.67 0.128099 0.0244365
0.61 0.69 0.11336 0.0226048
0.61 0.71 0.120482 0.0232843
0.61 0.73 0.122047 0.0232195
0.61 0.75 0.118852 0.0233451
0.61 0.77 0.122271 0.0244789
0.61 0.79 0.143382 0.0245504
0.61 0.81 0.0897959 0.0199856
0.61 0.83 0.116183 0.0231969
0.61 0.85 0.117409 0.0230467
0.61 0.87 0.0850202 0.0193255
0.61 0.89 0.0586081 0.0150753
0.61 0.91 0.12766 0.0247504
0.61 0.93 0.0881226 0.0191674
0.61 0.95 0.132143 0.023115
0.61 0.97 0.120968 0.0233833
0.61 0.99 0.102564 0.0219832
0.61 1.01 0.0931174 0.0203002
0.61 1.03 0.118644 0.0237144
0.63 -0.79 0.122951 0.0237876
0.63 -0.77 0.11194 0.021551
0.63 -0.75 0.168033 0.0283615
0.63 -0.73 0.152 0.0264654
0.63 -0.71 0.095941 0.0196975
0.63 -0.69 0.121771 0.0224512
0.63 -0.67 0.123239 0.0220776
0.63 -0.65 0.136929 0.025416
0.63 -0.63 0.111511 0.0211151
0.63 -0.61 0.106227 0.0207472
0.63 -0.59 0.115385 0.0222484
0.63 -0.57 0.154506 0.027669
0.63 -0.55 0.125 0.0234375
0.63 -0.53 0.0978261 0.019726
0.63 -0.51 0.159184 0.0274437
0.63 -0.49 0.104895 0.0201305
0.63 -0.47 0.148014 0.0247677
0.63 -0.45 0.144578 0.0257795
0.63 -0.43 0.155039 0.0263456
0.63 -0.41 0.120879 0.0222779
0.63 -0.39 0.156379 0.0272794
0.63 -0.37 0.127737 0.0229291
0.63 -0.35 0.0964286 0.0194318
0.63 -0.33 0.144105 0.0268321
0.63 -0.31 0.104348 0.0223836
0.63 -0.29 0.120996 0.0219703
0.63 -0.27 0.109375 0.021771
0.63 -0.25 0.130952 0.0242426
0.63 -0.23 0.125 0.0224105
0.63 -0.21 0.113553 0.0215216
0.63 -0.19 0.106061 0.0210797
0.63 -0.17 0.117155 0.0234012
0.63 -0.15 0.142259 0.026075
0.63 -0.13 0.159533 0.0268287
0.63 -0.11 0.154135 0.0258606
0.63 -0.09 0.12549 0.0235345
0.63 -0.07 0.171548 0.0289984
0.63 -0.05 0.126437 0.0233598
0.63 -0.03 0.120623 0.0229339
0.63 -0.01 0.131206 0.0229415
0.63 0.01 0.148148 0.0264572
0.63 0.03 0.121094 0.0230283
0.63 0.05 0.179039 0.0303613
0.63 0.07 0.0992366 0.0204047
0.63 0.09 0.144366 0.0241188
0.63 0.11 0.117021 0.0215297
0.63 0.13 0.118774 0.0225638
0.63 0.15 0.136546 0.0249651
0.63 0.17 0.103175 0.0212524
0.63 0.19 0.11194 0.021551
0.63 0.21 0.101504 0.0205019
0.63 0.23 0.114815 0.021773
0.63 0.25 0.107527 0.0206602
0.63 0.27 0.157895 0.0272063
0.63 0.29 0.174089 0.0287666
0.63 0.31 0.102041 0.0214241
0.63 0.33 0.111969 0.0219253
0.63 0.35 0.114286 0.0227988
0.63 0.37 0.112903 0.022509
0.63 0.39 0.174528 0.0310954
0.63 0.41 0.122807 0.0245922
0.63 0.43 0.158915 0.0267176
0.63 0.45 0.0979021 0.0193863
0.63 0.47 0.0675105 0.017438
0.63 0.49 0.111524 0.0214668
0.63 0.51 0.157407 0.0290422
0.63 0.53 0.0884615 0.0192441
0.63 0.55 0.148438 0.0258051
0.63 0.57 0.142259 0.026075
0.63 0.59 0.146825 0.0258493
0.63 0.61 0.140562 0.0253743
0.63 0.63 0.113879 0.0212465
0.63 0.65 0.131274 0.0239455
0.63 0.67 0.144737 0.0269572
0.63 0.69 0.108871 0.0220633
0.63 0.71 0.0916335 0.0199631
0.63 0.73 0.174672 0.0299332
0.63 0.75 0.107807 0.0210707
0.63 0.77 0.149194 0.0262933
0.63 0.79 0.148472 0.0272875
0.63 0.81 0.105505 0.0231306
0.63 0.83 0.107296 0.0225811
0.63 0.85 0.106061 0.0210797
0.63 0.87 0.131915 0.0252069
0.63 0.89 0.178261 0.0302193
0.63 0.91 0.148472 0.0272875
0.63 0.93 0.134146 0.0248689
0.63 0.95 0.108 0.0218782
0.63 0.97 0.119522 0.0230889
0.63 0.99 0.0978723 0.0213832
0.63 1.01 0.114754 0.022897
0.63 1.03 0.154867 0.0281314
0.65 -0.79 0.125 0.02462
0.65 -0.77 0.134615 0.0242373
0.65 -0.75 0.12253 0.0233163
0.65 -0.73 0.129555 0.0243406
0.65 -0.71 0.109929 0.0208008
0.65 -0.69 0.159184 0.0274437
0.65 -0.67 0.144444 0.0247438
0.65 -0.65 0.156118 0.0275965
0.65 -0.63 0.114391 0.0216885
0.65 -0.61 0.160156 0.0269408
0.65 -0.59 0.134921 0.0246503
0.65 -0.57 0.106838 0.02248
0.65 -0.55 0.126354 0.0226669
0.65 -0.53 0.116197 0.0213702
0.65 -0.51 0.116 0.0227557
0.65 -0.49 0.122137 0.0228716
0.65 -0.47 0.162602 0.0277211
0.65 -0.45 0.208531 0.0345599
0.65 -0.43 0.103704 0.0205893
0.65 -0.41 0.134615 0.0242373
0.65 -0.39 0.107807 0.0210707
0.65 -0.37 0.137931 0.0245227
0.65 -0.35 0.151163 0.0259705
0.65 -0.33 0.141732 0.0252406
0.65 -0.31 0.103053 0.0208295
0.65 -0.29 0.148936 0.0269845
0.65 -0.27 0.100719 0.0199697
0.65 -0.25 0.0805085 0.019199
0.65 -0.23 0.134694 0.0249764
0.65 -0.21 0.0957854 0.0200536
0.65 -0.19 0.0892857 0.0186373
0.65 -0.17 0.133621 0.0255521
0.65 -0.15 0.159363 0.027131
0.65 -0.13 0.144068 0.0264273
0.65 -0.11 0.0805861 0.0178599
0.65 -0.09 0.143426 0.0255612
0.65 -0.07 0.0981132 0.0201634
0.65 -0.05 0.153285 0.0254005
0.65 -0.03 0.107011 0.0209077
0.65 -0.01 0.0995671 0.0217702
0.65 0.01 0.136691 0.0236411
0.65 0.03 0.119134 0.0219391
0.65 0.05 0.139535 0.0248253
0.65 0.07 0.16 0.027247
0.65 0.09 0.122605 0.022964
0.65 0.11 0.108 0.0218782
0.65 0.13 0.0676692 0.0164806
0.65 0.15 0.0961538 0.0201341
0.65 0.17 0.126016 0.024017
0.65 0.19 0.104317 0.0203564
0.65 0.21 0.096 0.020515
0.65 0.23 0.142292 0.0253466
0.65 0.25 0.109312 0.022157
0.65 0.27 0.166667 0.0277778
0.65 0.29 0.105469 0.021341
0.65 0.31 0.131488 0.0226892
0.65 0.33 0.143369 0.0242392
0.65 0.35 0.136187 0.0245372
0.65 0.37 0.111913 0.0211952
0.65 0.39 0.135531 0.0237431
0.65 0.41 0.124 0.0236115
0.65 0.43 0.158103 0.0269019
0.65 0.45 0.101562 0.0209051
0.65 0.47 0.139013 0.0266465
0.65 0.49 0.0976562 0.0204627
0.65 0.51 0.123552 0.0231511
0.65 0.53 0.112676 0.0242611
0.65 0.55 0.161943 0.027601
0.65 0.57 0.120482 0.0232843
0.65 0.59 0.146444 0.0265041
0.65 0.61 0.146939 0.0262274
0.65 0.63 0.124031 0.0232458
0.65 0.65 0.0977444 0.0200843
0.65 0.67 0.083004 0.0188497
0.65 0.69 0.125581 0.0256408
0.65 0.71 0.092827 0.020689
0.65 0.73 0.0912409 0.0190625
0.65 0.75 0.162393 0.0284022
0.65 0.77 0.164 0.027633
0.65 0.79 0.144068 0.0264273
0.65 0.81 0.106299 0.0215171
0.65 0.83 0.157447 0.0278473
0.65 0.85 0.132231 0.0248729
0.65 0.87 0.119522 0.0230889
0.65 0.89 0.15625 0.0265654
0.65 0.91 0.12 0.0231862
0.65 0.93 0.122951 0.0237876
0.65 0.95 0.100775 0.0207356
0.65 0.97 0.111588 0.0230729
0.65 0.99 0.115079 0.0225658
0.65 1.01 0.100877 0.0220698
0.67 -0.77 0.12766 0.0247504
0.67 -0.75 0.126984 0.0238305
0.67 -0.73 0.146617 0.0251397
0.67 -0.71 0.170833 0.0288688
0.67 -0.69 0.113475 0.0211673
0.67 -0.67 0.0939597 0.0185722
0.67 -0.65 0.138577 0.0243092
0.67 -0.63 0.155738 0.0271601
0.67 -0.61 0.102041 0.0195574
0.67 -0.59 0.110701 0.0213005
0.67 -0.57 0.117886 0.0231453
0.67 -0.55 0.0830189 0.0184197
0.67 -0.53 0.149378 0.026691
0.67 -0.51 0.0963855 0.020601
0.67 -0.49 0.0972222 0.0192457
0.67 -0.47 0.14786 0.0256982
0.67 -0.45 0.139918 0.0256195
0.67 -0.43 0.12628 0.0220321
0.67 -0.41 0.116981 0.0222054
0.67 -0.39 0.131274 0.0239455
0.67 -0.37 0.130435 0.0241412
0.67 -0.35 0.11236 0.0216358
0.67 -0.33 0.147059 0.0249031
0.67 -0.31 0.140794 0.02408
0.67 -0.29 0.118081 0.022072
0.67 -0.27 0.110687 0.0216618
0.67 -0.25 0.181818 0.0285294
0.67 -0.23 0.134146 0.0248689
0.67 -0.21 0.140351 0.0264947
0.67 -0.19 0.139098 0.0244062
0.67 -0.17 0.11194 0.021551
0.67 -0.15 0.142259 0.026075
0.67 -0.13 0.0742188 0.0176475
0.67 -0.11 0.120833 0.0237552
0.67 -0.09 0.125954 0.0232657
0.67 -0.07 0.164444 0.0291728
0.67 -0.05 0.131673 0.0230279
0.67 -0.03 0.127737 0.0229291
0.67 -0.01 0.126354 0.0226669
0.67 0.01 0.134146 0.0248689
0.67 0.03 0.116541 0.0221175
0.67 0.05 0.153846 0.0268083
0.67 0.07 0.0875912 0.0186461
0.67 0.09 0.123077 0.0230572
0.67 0.11 0.114695 0.0214067
0.67 0.13 0.129032 0.0242369
0.67 0.15 0.0989761 0.0192675
0.67 0.17 0.153558 0.0257573
0.67 0.19 0.136752 0.0257746
0.67 0.21 0.129278 0.0235605
0.67 0.23 0.10566 0.0209964
0.67 0.25 0.117438 0.0216104
0.67 0.27 0.147826 0.0271612
0.67 0.29 0.135458 0.0247543
0.67 0.31 0.122677 0.0226273
0.67 0.33 0.129555 0.0243406
0.67 0.35 0.164062 0.0273132
0.67 0.37 0.110204 0.0223469
0.67 0.39 0.10687 0.0212484
0.67 0.41 0.114754 0.022897
0.67 0.43 0.108303 0.0208166
0.67 0.45 0.134694 0.0249764
0.67 0.47 0.116466 0.0228519
0.67 0.49 0.100418 0.0215024
0.67 0.51 0.107143 0.0216962
0.67 0.53 0.147321 0.0274695
0.67 0.55 0.0898438 0.0195572
0.67 0.57 0.0980392 0.0205465
0.67 0.59 0.137168 0.0262715
0.67 0.61 0.121569 0.0231235
0.67 0.63 0.090535 0.020157
0.67 0.65 0.142241 0.0264635
0.67 0.67 0.145455 0.0246142
0.67 0.69 0.0827068 0.0183478
0.67 0.71 0.142292 0.0253466
0.67 0.73 0.093985 0.0196605
0.67 0.75 0.140078 0.0249279
0.67 0.77 0.0891473 0.0193994
0.67 0.79 0.126016 0.024017
0.67 0.81 0.104167 0.0218915
0.67 0.83 0.11284 0.0221046
0.67 0.85 0.111511 0.0211151
0.67 0.87 0.116883 0.0237724
0.67 0.89 0.104348 0.0223836
0.67 0.91 0.0977444 0.0200843
0.67 0.93 0.115538 0.0226604
0.67 0.95 0.105469 0.021341
0.67 0.97 0.159292 0.0285851
0.67 0.99 0.117647 0.025388
0.67 1.01 0.113725 0.0222868
0.69 -0.75 0.14717 0.0252406
0.69 -0.73 0.116 0.0227557
0.69 -0.71 0.12 0.0231862
0.69 -0.69 0.128099 0.0244365
0.69 -0.67 0.0952381 0.0195469
0.69 -0.65 0.144 0.0256699
0.69 -0.63 0.140152 0.0246024
0.69 -0.61 0.11336 0.0226048
0.69 -0.59 0.190476 0.0299972
0.69 -0.57 0.143426 0.0255612
0.69 -0.55 0.0967742 0.0206877
0.69 -0.53 0.140741 0.0243849
0.69 -0.51 0.176692 0.0279575
0.69 -0.49 0.138462 0.0246228
0.69 -0.47 0.119835 0.0235484
0.69 -0.45 0.145228 0.0262702
0.69 -0.43 0.151163 0.0259705
0.69 -0.41 0.158915 0.0267176
0.69 -0.39 0.125954 0.0232657
0.69 -0.37 0.148551 0.0248633
0.69 -0.35 0.188073 0.0320153
0.69 -0.33 0.151163 0.0259705
0.69 -0.31 0.109649 0.0231009
0.69 -0.29 0.159483 0.0282322
0.69 -0.27 0.151079 0.0250111
0.69 -0.25 0.163498 0.0268944
0.69 -0.23 0.130435 0.0231135
0.69 -0.21 0.160643 0.027364
0.69 -0.19 0.157676 0.0275213
0.69 -0.17 0.142349 0.024056
0.69 -0.15 0.153226 0.026693
0.69 -0.13 0.149254 0.025299
0.69 -0.11 0.135135 0.0243365
0.69 -0.09 0.123348 0.0247064
0.69 -0.07 0.136201 0.0235513
0.69 -0.05 0.142857 0.0244549
0.69 -0.03 0.112403 0.0220146
0.69 -0.01 0.125448 0.0224953
0.69 0.01 0.131474 0.0243448
0.69 0.03 0.099631 0.0201065
0.69 0.05 0.104693 0.0204334
0.69 0.07 0.13806 0.024213
0.69 0.09 0.133829 0.0237505
0.69 0.11 0.138462 0.0246228
0.69 0.13 0.102362 0.0210773
0.69 0.15 0.133858 0.0244447
0.69 0.17 0.12253 0.0233163
0.69 0.19 0.12549 0.0235345
0.69 0.21 0.121673 0.0227799
0.69 0.23 0.143969 0.0253148
0.69 0.25 0.130612 0.0245508
0.69 0.27 0.112782 0.0217212
0.69 0.29 0.167364 0.0285914
0.69 0.31 0.121076 0.0246714
0.69 0.33 0.0952381 0.0203451
0.69 0.35 0.104 0.0214304
0.69 0.37 0.117886 0.0231453
0.69 0.39 0.153846 0.0275429
0.69 0.41 0.161157 0.0278075
0.69 0.43 0.143969 0.0253148
0.69 0.45 0.107807 0.0210707
0.69 0.47 0.12406 0.0228966
0.69 0.49 0.161417 0.0271677
0.69 0.51 0.103321 0.0205098
0.69 0.53 0.1625 0.0280555
0.69 0.55 0.0878661 0.0199986
0.69 0.57 0.136719 0.0246389
0.69 0.59 0.127273 0.0255371
0.69 0.61 0.17094 0.029247
0.69 0.63 0.149606 0.0260215
0.69 0.65 0.0867769 0.0197408
0.69 0.67 0.102128 0.0218854
0.69 0.69 0.0950413 0.0207379
0.69 0.71 0.111111 0.0229694
0.69 0.73 0.142857 0.0247746
0.69 0.75 0.110687 0.0216618
0.69 0.77 0.132231 0.0248729
0.69 0.79 0.154185 0.0279992
0.69 0.81 0.13617 0.0256584
0.69 0.83 0.106299 0.0215171
0.69 0.85 0.111111 0.0221339
0.69 0.87 0.138528 0.0261297
0.69 0.89 0.0968992 0.0202971
0.69 0.91 0.141026 0.0262234
0.69 0.93 0.122951 0.0237876
0.69 0.95 0.218605 0.0351999
0.69 0.97 0.111538 0.0218367
0.69 0.99 0.135266 0.0272369
0.69 1.01 0.11336 0.0226048
0.71 -0.73 0.142857 0.0247746
0.71 -0.71 0.149378 0.026691
0.71 -0.69 0.131274 0.0239455
0.71 -0.67 0.152344 0.0261869
0.71 -0.65 0.125 0.0238125
0.71 -0.63 0.179283 0.0290229
0.71 -0.61 0.142241 0.0264635
0.71 -0.59 0.183267 0.0293932
0.71 -0.57 0.103306 0.0217021
0.71 -0.55 0.10687 0.0212484
0.71 -0.53 0.0976562 0.0204627
0.71 -0.51 0.143939 0.0249741
0.71 -0.49 0.146154 0.0253828
0.71 -0.47 0.176724 0.0299393
0.71 -0.45 0.131148 0.0246573
0.71 -0.43 0.122047 0.0232195
0.71 -0.41 0.125874 0.0222603
0.71 -0.39 0.144628 0.0261548
0.71 -0.37 0.132231 0.0248729
0.71 -0.35 0.105839 0.0206678
0.71 -0.33 0.143426 0.0255612
0.71 -0.31 0.122302 0.0222203
0.71 -0.29 0.0985915 0.0195289
0.71 -0.27 0.0847458 0.0197364
0.71 -0.25 0.0938628 0.0192526
0.71 -0.23 0.132075 0.0237534
0.71 -0.21 0.121457 0.0234831
0.71 -0.19 0.103734 0.0217964
0.71 -0.17 0.118519 0.0221581
0.71 -0.15 0.143911 0.0246467
0.71 -0.13 0.12549 0.0235345
0.71 -0.11 0.12406 0.0228966
0.71 -0.09 0.10453 0.0200571
0.71 -0.07 0.164557 0.0284357
0.71 -0.05 0.131274 0.0239455
0.71 -0.03 0.139706 0.0241946
0.71 -0.01 0.116541 0.0221175
0.71 0.01 0.126812 0.0227536
0.71 0.03 0.142292 0.0253466
0.71 0.05 0.128631 0.0245437
0.71 0.07 0.113281 0.0221953
0.71 0.09 0.1 0.0205688
0.71 0.11 0.155102 0.0270418
0.71 0.13 0.0967742 0.0206877
0.71 0.15 0.161702 0.028273
0.71 0.17 0.174089 0.0287666
0.71 0.19 0.13289 0.0223644
0.71 0.21 0.159363 0.027131
0.71 0.23 0.125926 0.0229156
0.71 0.25 0.139344 0.025508
0.71 0.27 0.0909091 0.0193819
0.71 0.29 0.167382 0.028959
0.71 0.31 0.0912409 0.0190625
0.71 0.33 0.121212 0.022689
0.71 0.35 0.108 0.0218782
0.71 0.37 0.0902527 0.0188475
0.71 0.39 0.130435 0.0241412
0.71 0.41 0.119718 0.0217258
0.71 0.43 0.138528 0.0261297
0.71 0.45 0.134615 0.0242373
0.71 0.47 0.1375 0.0255283
0.71 0.49 0.0897436 0.0204435
0.71 0.51 0.135246 0.0250849
0.71 0.53 0.114815 0.021773
0.71 0.55 0.114173 0.022379
0.71 0.57 0.0954357 0.0208277
0.71 0.59 0.103806 0.0199117
0.71 0.61 0.160338 0.0280179
0.71 0.63 0.106464 0.0211637
0.71 0.65 0.168067 0.0287202
0.71 0.67 0.105932 0.0222804
0.71 0.69 0.0977778 0.0218417
0.71 0.71 0.117188 0.0226143
0.71 0.73 0.172414 0.0295177
0.71 0.75 0.118321 0.0224731
0.71 0.77 0.092511 0.0211007
0.71 0.79 0.0759494 0.0185688
0.71 0.81 0.103586 0.0213411
0.71 0.83 0.097166 0.0207752
0.71 0.85 0.145594 0.0252794
0.71 0.87 0.136364 0.0253046
0.71 0.89 0.112033 0.0227365
0.71 0.91 0.139918 0.0256195
0.71 0.93 0.113924 0.0231399
0.71 0.95 0.121951 0.0235837
0.71 0.97 0.148515 0.0290588
0.71 0.99 0.123932 0.0243979
0.73 -0.73 0.144487 0.025075
0.73 -0.71 0.141732 0.0252406
0.73 -0.69 0.113636 0.0218942
0.73 -0.67 0.122137 0.0228716
0.73 -0.65 0.157895 0.0283172
0.73 -0.63 0.109756 0.0222516
0.73 -0.61 0.149194 0.0262933
0.73 -0.59 0.180328 0.0295351
0.73 -0.57 0.134694 0.0249764
0.73 -0.55 0.11032 0.0208785
0.73 -0.53 0.141264 0.0244812
0.73 -0.51 0.132576 0.0238486
0.73 -0.49 0.106529 0.0201265
0.73 -0.47 0.109489 0.0210558
0.73 -0.45 0.1341 0.024139
0.73 -0.43 0.110714 0.0209568
0.73 -0.41 0.104478 0.0207502
0.73 -0.39 0.170404 0.0299058
0.73 -0.37 0.0948905 0.0194725
0.73 -0.35 0.0813559 0.017269
0.73 -0.33 0.145669 0.0256328
0.73 -0.31 0.117871 0.0223831
0.73 -0.29 0.118081 0.022072
0.73 -0.27 0.16 0.027247
0.73 -0.25 0.121094 0.0230283
0.73 -0.23 0.148936 0.0269845
0.73 -0.21 0.143443 0.0259269
0.73 -0.19 0.123552 0.0231511
0.73 -0.17 0.122047 0.0232195
0.73 -0.15 0.151639 0.0267528
0.73 -0.13 0.160142 0.0257132
0.73 -0.11 0.174545 0.0273038
0.73 -0.09 0.13806 0.024213
0.73 -0.07 0.132841 0.0235649
0.73 -0.05 0.145923 0.0267893
0.73 -0.03 0.103175 0.0212524
0.73 -0.01 0.122137 0.0228716
0.73 0.01 0.182203 0.0302112
0.73 0.03 0.146718 0.0254871
0.73 0.05 0.112676 0.0210107
0.73 0.07 0.140221 0.0242894
0.73 0.09 0.137405 0.0244235
0.73 0.11 0.106007 0.0203542
0.73 0.13 0.119522 0.0230889
0.73 0.15 0.0915751 0.0191353
0.73 0.17 0.108 0.0218782
0.73 0.19 0.0925267 0.0189669
0.73 0.21 0.152 0.0264654
0.73 0.23 0.12605 0.024421
0.73 0.25 0.119403 0.0223323
0.73 0.27 0.233766 0.0353347
0.73 0.29 0.140625 0.0250313
0.73 0.31 0.116364 0.0217343
0.73 0.33 0.126866 0.0230962
0.73 0.35 0.124542 0.0226498
0.73 0.37 0.126984 0.0238305
0.73 0.39 0.169884 0.0277012
0.73 0.41 0.129032 0.0242369
0.73 0.43 0.0711744 0.0164717
0.73 0.45 0.150407 0.0265211
0.73 0.47 0.108787 0.0224653
0.73 0.49 0.0944882 0.020178
0.73 0.51 0.135338 0.0240343
0.73 0.53 0.0909091 0.0207201
0.73 0.55 0.120155 0.0228402
0.73 0.57 0.0817844 0.0181355
0.73 0.59 0.110368 0.0202451
0.73 0.61 0.143396 0.0248739
0.73 0.63 0.142292 0.0253466
0.73 0.65 0.146825 0.0258493
0.73 0.67 0.107407 0.0209889
0.73 0.69 0.102679 0.0224823
0.73 0.71 0.101961 0.0209908
0.73 0.73 0.108209 0.0211531
0.73 0.75 0.116608 0.0214497
0.73 0.77 0.0988593 0.0203237
0.73 0.79 0.103734 0.0217964
0.73 0.81 0.0659341 0.016045
0.73 0.83 0.0867925 0.0188665
0.73 0.85 0.128 0.024032
0.73 0.87 0.106464 0.0211637
0.73 0.89 0.141762 0.0249028
0.73 0.91 0.117188 0.0226143
0.73 0.93 0.0955882 0.0196219
0.73 0.95 0.0729927 0.0169069
0.73 0.97 0.107477 0.023584
0.73 0.99 0.0871369 0.019826
0.75 -0.71 0.131687 0.0247646
0.75 -0.69 0.125506 0.0239143
0.75 -0.67 0.113445 0.0230377
0.75 -0.65 0.105263 0.0217031
0.75 -0.63 0.168776 0.0288501
0.75 -0.61 0.109023 0.02132
0.75 -0.59 0.124528 0.0229877
0.75 -0.57 0.133603 0.0247623
