xc yc W eW
-0.53 -0.07 0.15748 0.0267888
-0.53 -0.05 0.101399 0.0197608
-0.53 -0.03 0.166667 0.0277778
-0.53 -0.01 0.107143 0.0205828
-0.53 0.01 0.141791 0.0245782
-0.53 0.03 0.0952381 0.0203451
-0.53 0.05 0.138889 0.0250538
-0.53 0.07 0.0901288 0.0205349
-0.53 0.09 0.108392 0.0204956
-0.53 0.11 0.0909091 0.0193819
-0.53 0.13 0.121849 0.0239656
-0.53 0.15 0.121849 0.0239656
-0.53 0.17 0.121212 0.022689
-0.53 0.19 0.0812721 0.0176216
-0.53 0.21 0.0956175 0.0204297
-0.53 0.23 0.115108 0.0214876
-0.53 0.25 0.114625 0.0224721
-0.53 0.27 0.185606 0.0288712
-0.53 0.29 0.0905797 0.0189186
-0.53 0.31 0.157676 0.0275213
-0.53 0.33 0.108209 0.0211531
-0.53 0.35 0.121457 0.0234831
-0.53 0.37 0.133641 0.0264227
-0.53 0.39 0.101887 0.0205828
-0.53 0.41 0.136719 0.0246389
-0.53 0.43 0.138211 0.0252881
-0.53 0.45 0.121107 0.021675
-0.53 0.47 0.160173 0.0283629
-0.53 0.49 0.152672 0.0259168
-0.53 0.51 0.0745098 0.0177191
-0.53 0.53 0.141667 0.0259596
-0.53 0.55 0.0897959 0.0199856
-0.53 0.57 0.115702 0.0230961
-0.53 0.59 0.107807 0.0210707
-0.53 0.61 0.148148 0.0264572
-0.53 0.63 0.121569 0.0231235
-0.53 0.65 0.138075 0.0256416
-0.53 0.67 0.0954357 0.0208277
-0.53 0.69 0.0905512 0.0197176
-0.53 0.71 0.128514 0.024134
-0.53 0.73 0.156118 0.0275965
-0.53 0.75 0.14652 0.0248061
-0.53 0.77 0.0931174 0.0203002
-0.53 0.79 0.118143 0.0236091
-0.53 0.81 0.0705882 0.017215
-0.53 0.83 0.130631 0.0257933
-0.53 0.85 0.117409 0.0230467
-0.53 0.87 0.0967742 0.0206877
-0.53 0.89 0.14786 0.0256982
-0.53 0.91 0.109091 0.0234513
-0.53 0.93 0.105263 0.0217031
-0.53 0.95 0.15544 0.0305054
-0.53 0.97 0.114894 0.023347
-0.53 0.99 0.145833 0.0263866
-0.53 1.01 0.0952381 0.0212497
-0.53 1.03 0.128079 0.0266784
-0.53 1.05 0.122807 0.0245922
-0.51 -0.85 0.137795 0.0248446
-0.51 -0.83 0.121771 0.0224512
-0.51 -0.81 0.142259 0.026075
-0.51 -0.79 0.136752 0.0257746
-0.51 -0.77 0.13834 0.0249488
-0.51 -0.75 0.127572 0.0243303
-0.51 -0.73 0.118577 0.0228967
-0.51 -0.71 0.114068 0.0219817
-0.51 -0.69 0.10101 0.0193508
-0.51 -0.67 0.144 0.0256699
-0.51 -0.65 0.0934256 0.0188009
-0.51 -0.63 0.140496 0.0257318
-0.51 -0.61 0.157258 0.0270892
-0.51 -0.59 0.14652 0.0248061
-0.51 -0.57 0.182222 0.0309428
-0.51 -0.55 0.131474 0.0243448
-0.51 -0.53 0.112 0.0223199
-0.51 -0.51 0.0830325 0.0180179
-0.51 -0.49 0.123077 0.0230572
-0.51 -0.47 0.137546 0.0241175
-0.51 -0.45 0.108949 0.0216821
-0.51 -0.43 0.138462 0.0246228
-0.51 -0.41 0.134545 0.0235602
-0.51 -0.39 0.0973783 0.0200057
-0.51 -0.37 0.138211 0.0252881
-0.51 -0.35 0.158996 0.0277674
-0.51 -0.33 0.116105 0.0220304
-0.51 -0.31 0.128906 0.0238422
-0.51 -0.29 0.0841751 0.0175292
-0.51 -0.27 0.130282 0.0227707
-0.51 -0.25 0.104693 0.0204334
-0.51 -0.23 0.154982 0.0257006
-0.51 -0.21 0.150407 0.0265211
-0.51 -0.19 0.146226 0.0281177
-0.51 -0.17 0.139831 0.0259875
-0.51 -0.15 0.118852 0.0233451
-0.51 -0.13 0.130112 0.0233799
-0.51 -0.11 0.118705 0.021856
-0.51 -0.09 0.110672 0.022042
-0.51 -0.07 0.127413 0.0235504
-0.51 -0.05 0.102273 0.0206644
-0.51 -0.03 0.130435 0.0231135
-0.51 -0.01 0.127341 0.0231876
-0.51 0.01 0.153527 0.027108
-0.51 0.03 0.113725 0.0222868
-0.51 0.05 0.0987654 0.0211325
-0.51 0.07 0.142857 0.0269975
-0.51 0.09 0.111821 0.01993
-0.51 0.11 0.134328 0.0238444
-0.51 0.13 0.1 0.0194759
-0.51 0.15 0.10989 0.0211367
-0.51 0.17 0.109023 0.02132
-0.51 0.19 0.116935 0.0229489
-0.51 0.21 0.139918 0.0256195
-0.51 0.23 0.155102 0.0270418
-0.51 0.25 0.0743494 0.017232
-0.51 0.27 0.161157 0.0278075
-0.51 0.29 0.166667 0.0284638
-0.51 0.31 0.138889 0.0250538
-0.51 0.33 0.116935 0.0229489
-0.51 0.35 0.148594 0.0261809
-0.51 0.37 0.0772059 0.017486
-0.51 0.39 0.137795 0.0248446
-0.51 0.41 0.0909091 0.0197987
-0.51 0.43 0.107407 0.0209889
-0.51 0.45 0.137795 0.0248446
-0.51 0.47 0.12 0.0231862
-0.51 0.49 0.144068 0.0264273
-0.51 0.51 0.0851852 0.0185034
-0.51 0.53 0.0858209 0.018647
-0.51 0.55 0.106996 0.0220777
-0.51 0.57 0.0765957 0.0187325
-0.51 0.59 0.106838 0.02248
-0.51 0.61 0.11245 0.022414
-0.51 0.63 0.144186 0.0277007
-0.51 0.65 0.134921 0.0246503
-0.51 0.67 0.0992063 0.0208022
-0.51 0.69 0.158371 0.0288115
-0.51 0.71 0.13834 0.0249488
-0.51 0.73 0.108333 0.0223671
-0.51 0.75 0.109705 0.0226643
-0.51 0.77 0.152778 0.0285546
-0.51 0.79 0.108108 0.0215065
-0.51 0.81 0.135659 0.0244365
-0.51 0.83 0.103704 0.0205893
-0.51 0.85 0.0948276 0.0211542
-0.51 0.87 0.131356 0.0250939
-0.51 0.89 0.130081 0.0244453
-0.51 0.91 0.123404 0.0242884
-0.51 0.93 0.12749 0.0239308
-0.51 0.95 0.0976562 0.0204627
-0.51 0.97 0.125561 0.0251744
-0.51 0.99 0.0982906 0.0214786
-0.51 1.01 0.143478 0.0267081
-0.51 1.03 0.139535 0.0271948
-0.51 1.05 0.137931 0.0260103
-0.49 -0.87 0.162698 0.0273984
-0.49 -0.85 0.148305 0.0268628
-0.49 -0.83 0.0962963 0.0197737
-0.49 -0.81 0.102362 0.0210773
-0.49 -0.79 0.108333 0.0223671
-0.49 -0.77 0.15873 0.027016
-0.49 -0.75 0.138462 0.0246228
-0.49 -0.73 0.175299 0.0286501
-0.49 -0.71 0.144681 0.0265469
-0.49 -0.69 0.126923 0.0234547
-0.49 -0.67 0.110687 0.0216618
-0.49 -0.65 0.143411 0.0252105
-0.49 -0.63 0.170909 0.026976
-0.49 -0.61 0.0898438 0.0195572
-0.49 -0.59 0.168103 0.0290928
-0.49 -0.57 0.103806 0.0199117
-0.49 -0.55 0.167401 0.0293411
-0.49 -0.53 0.124498 0.0237116
-0.49 -0.51 0.127273 0.022841
-0.49 -0.49 0.15261 0.0265787
-0.49 -0.47 0.136546 0.0249651
-0.49 -0.45 0.113208 0.0218073
-0.49 -0.43 0.104651 0.0211678
-0.49 -0.41 0.158103 0.0269019
-0.49 -0.39 0.135458 0.0247543
-0.49 -0.37 0.134387 0.0245471
-0.49 -0.35 0.131004 0.0254365
-0.49 -0.33 0.123932 0.0243979
-0.49 -0.31 0.136 0.0248593
-0.49 -0.29 0.162455 0.0261105
-0.49 -0.27 0.12 0.0221072
-0.49 -0.25 0.123596 0.0228061
-0.49 -0.23 0.15415 0.0265181
-0.49 -0.21 0.138577 0.0243092
-0.49 -0.19 0.124031 0.0232458
-0.49 -0.17 0.128788 0.0234661
-0.49 -0.15 0.105263 0.0217031
-0.49 -0.13 0.211538 0.035102
-0.49 -0.11 0.135458 0.0247543
-0.49 -0.09 0.139194 0.0241006
-0.49 -0.07 0.185328 0.0291233
-0.49 -0.05 0.126923 0.0234547
-0.49 -0.03 0.121673 0.0227799
-0.49 -0.01 0.10566 0.0209964
-0.49 0.01 0.101083 0.0200451
-0.49 0.03 0.111888 0.0208564
-0.49 0.05 0.1341 0.024139
-0.49 0.07 0.120155 0.0228402
-0.49 0.09 0.102473 0.0199801
-0.49 0.11 0.099631 0.0201065
-0.49 0.13 0.123077 0.0230572
-0.49 0.15 0.140351 0.0264947
-0.49 0.17 0.168724 0.0284867
-0.49 0.19 0.144681 0.0265469
-0.49 0.21 0.11336 0.0226048
-0.49 0.23 0.116 0.0227557
-0.49 0.25 0.123077 0.0230572
-0.49 0.27 0.186047 0.029245
-0.49 0.29 0.138655 0.0257559
-0.49 0.31 0.0843373 0.0191643
-0.49 0.33 0.0918728 0.0188272
-0.49 0.35 0.1 0.0198206
-0.49 0.37 0.107438 0.0221733
-0.49 0.39 0.12782 0.0232797
-0.49 0.41 0.111111 0.02254
-0.49 0.43 0.128755 0.0249749
-0.49 0.45 0.122222 0.0225389
-0.49 0.47 0.113208 0.0218073
-0.49 0.49 0.117424 0.0222939
-0.49 0.51 0.121212 0.022689
-0.49 0.53 0.115242 0.0218581
-0.49 0.55 0.128788 0.0234661
-0.49 0.57 0.121673 0.0227799
-0.49 0.59 0.0957854 0.0200536
-0.49 0.61 0.156379 0.0272794
-0.49 0.63 0.134387 0.0245471
-0.49 0.65 0.127119 0.0246396
-0.49 0.67 0.10757 0.0217868
-0.49 0.69 0.109589 0.0235637
-0.49 0.71 0.0852713 0.0189392
-0.49 0.73 0.13964 0.0267739
-0.49 0.75 0.11588 0.0235578
-0.49 0.77 0.125 0.0238125
-0.49 0.79 0.0758929 0.0190924
-0.49 0.81 0.118774 0.0225638
-0.49 0.83 0.106557 0.0219828
-0.49 0.85 0.116279 0.0224299
-0.49 0.87 0.137097 0.0250719
-0.49 0.89 0.109312 0.022157
-0.49 0.91 0.148325 0.0285474
-0.49 0.93 0.130435 0.0253195
-0.49 0.95 0.143426 0.0255612
-0.49 0.97 0.0982143 0.0219435
-0.49 0.99 0.119658 0.023928
-0.49 1.01 0.0885609 0.0188609
-0.49 1.03 0.0648855 0.0162396
-0.49 1.05 0.105058 0.021254
-0.47 -0.87 0.105263 0.0209137
-0.47 -0.85 0.137037 0.0240228
-0.47 -0.83 0.0839416 0.0182228
-0.47 -0.81 0.148594 0.0261809
-0.47 -0.79 0.119231 0.0226552
-0.47 -0.77 0.101504 0.0205019
-0.47 -0.75 0.168182 0.0298836
-0.47 -0.73 0.148014 0.0247677
-0.47 -0.71 0.137931 0.0245227
-0.47 -0.69 0.118081 0.022072
-0.47 -0.67 0.140969 0.0266187
-0.47 -0.65 0.116935 0.0229489
-0.47 -0.63 0.120968 0.0233833
-0.47 -0.61 0.164706 0.0274279
-0.47 -0.59 0.14741 0.0259589
-0.47 -0.57 0.133603 0.0247623
-0.47 -0.55 0.129167 0.0246518
-0.47 -0.53 0.11157 0.0226378
-0.47 -0.51 0.117021 0.0215297
-0.47 -0.49 0.172549 0.0281677
-0.47 -0.47 0.134328 0.0238444
-0.47 -0.45 0.12766 0.0225939
-0.47 -0.43 0.122047 0.0232195
-0.47 -0.41 0.149798 0.0264067
-0.47 -0.39 0.144681 0.0265469
-0.47 -0.37 0.122302 0.0222203
-0.47 -0.35 0.145098 0.025526
-0.47 -0.33 0.0992063 0.0208022
-0.47 -0.31 0.147887 0.0244487
-0.47 -0.29 0.149123 0.027415
-0.47 -0.27 0.124498 0.0237116
-0.47 -0.25 0.127572 0.0243303
-0.47 -0.23 0.152416 0.0255531
-0.47 -0.21 0.100386 0.0206519
-0.47 -0.19 0.138075 0.0256416
-0.47 -0.17 0.112033 0.0227365
-0.47 -0.15 0.141791 0.0245782
-0.47 -0.13 0.153584 0.0245903
-0.47 -0.11 0.0948617 0.0202612
-0.47 -0.09 0.136531 0.0239289
-0.47 -0.07 0.139194 0.0241006
-0.47 -0.05 0.146341 0.0241769
-0.47 -0.03 0.0829694 0.0198084
-0.47 -0.01 0.114815 0.021773
-0.47 0.01 0.116364 0.0217343
-0.47 0.03 0.120623 0.0229339
-0.47 0.05 0.145669 0.0256328
-0.47 0.07 0.150735 0.0252529
-0.47 0.09 0.0909091 0.0189903
-0.47 0.11 0.153285 0.0254005
-0.47 0.13 0.105485 0.0221819
-0.47 0.15 0.124088 0.0225626
-0.47 0.17 0.147601 0.0250009
-0.47 0.19 0.144444 0.0247438
-0.47 0.21 0.111111 0.0213833
-0.47 0.23 0.152893 0.0269886
-0.47 0.25 0.164179 0.0308369
-0.47 0.27 0.152542 0.027294
-0.47 0.29 0.099631 0.0201065
-0.47 0.31 0.155894 0.0261755
-0.47 0.33 0.108 0.0218782
-0.47 0.35 0.142857 0.0261914
-0.47 0.37 0.159292 0.0285851
-0.47 0.39 0.145522 0.0249402
-0.47 0.41 0.125475 0.0231723
-0.47 0.43 0.0766129 0.0182371
-0.47 0.45 0.106719 0.0216063
-0.47 0.47 0.11985 0.0224204
-0.47 0.49 0.119691 0.0227473
-0.47 0.51 0.112403 0.0220146
-0.47 0.53 0.132479 0.025321
-0.47 0.55 0.124514 0.0233413
-0.47 0.57 0.123457 0.0238909
-0.47 0.59 0.139013 0.0266465
-0.47 0.61 0.10757 0.0217868
-0.47 0.63 0.165919 0.029453
-0.47 0.65 0.134199 0.0256693
-0.47 0.67 0.128906 0.0238422
-0.47 0.69 0.128205 0.0248622
-0.47 0.71 0.153543 0.0264068
-0.47 0.73 0.0923695 0.0201303
-0.47 0.75 0.106557 0.0219828
-0.47 0.77 0.125 0.0230797
-0.47 0.79 0.123853 0.0252685
-0.47 0.81 0.090535 0.020157
-0.47 0.83 0.106557 0.0219828
-0.47 0.85 0.129167 0.0246518
-0.47 0.87 0.124464 0.0245084
-0.47 0.89 0.0912863 0.0203312
-0.47 0.91 0.117886 0.0231453
-0.47 0.93 0.126582 0.0245298
-0.47 0.95 0.124542 0.0226498
-0.47 0.97 0.107296 0.0225811
-0.47 0.99 0.0794979 0.0189492
-0.47 1.01 0.116592 0.0241618
-0.47 1.03 0.178218 0.0322413
-0.47 1.05 0.113208 0.0243814
-0.47 1.07 0.121076 0.0246714
-0.45 -0.89 0.167331 0.0278964
-0.45 -0.87 0.109804 0.0218606
-0.45 -0.85 0.0683453 0.0162064
-0.45 -0.83 0.114286 0.0213263
-0.45 -0.81 0.122951 0.0237876
-0.45 -0.79 0.110294 0.0212183
-0.45 -0.77 0.112403 0.0220146
-0.45 -0.75 0.148305 0.0268628
-0.45 -0.73 0.147287 0.0255922
-0.45 -0.71 0.107011 0.0209077
-0.45 -0.69 0.147186 0.0270361
-0.45 -0.67 0.120833 0.0237552
-0.45 -0.65 0.166023 0.0273393
-0.45 -0.63 0.169421 0.0286129
-0.45 -0.61 0.119835 0.0235484
-0.45 -0.59 0.0948617 0.0202612
-0.45 -0.57 0.150794 0.0262416
-0.45 -0.55 0.114068 0.0219817
-0.45 -0.53 0.157895 0.0262167
-0.45 -0.51 0.113636 0.0218942
-0.45 -0.49 0.140152 0.0246024
-0.45 -0.47 0.121457 0.0234831
-0.45 -0.45 0.164609 0.0280875
-0.45 -0.43 0.194757 0.0295209
-0.45 -0.41 0.125475 0.0231723
-0.45 -0.39 0.131783 0.0240437
-0.45 -0.37 0.134694 0.0249764
-0.45 -0.35 0.141667 0.0259596
-0.45 -0.33 0.120879 0.0222779
-0.45 -0.31 0.125984 0.0236324
-0.45 -0.29 0.118519 0.0221581
-0.45 -0.27 0.0976562 0.0204627
-0.45 -0.25 0.120755 0.0225987
-0.45 -0.23 0.169173 0.0272687
-0.45 -0.21 0.159836 0.0275639
-0.45 -0.19 0.102362 0.0210773
-0.45 -0.17 0.140152 0.0246024
-0.45 -0.15 0.102767 0.0211645
-0.45 -0.13 0.0875912 0.0186461
-0.45 -0.11 0.125 0.0234375
-0.45 -0.09 0.165414 0.0269206
-0.45 -0.07 0.101504 0.0205019
-0.45 -0.05 0.156489 0.0262822
-0.45 -0.03 0.113553 0.0215216
-0.45 -0.01 0.147679 0.0267421
-0.45 0.01 0.124 0.0236115
-0.45 0.03 0.121771 0.0224512
-0.45 0.05 0.0981132 0.0201634
-0.45 0.07 0.153846 0.0261295
-0.45 0.09 0.150579 0.0258637
-0.45 0.11 0.134387 0.0245471
-0.45 0.13 0.102564 0.0203525
-0.45 0.15 0.158621 0.025174
-0.45 0.17 0.111111 0.0221339
-0.45 0.19 0.128514 0.024134
-0.45 0.21 0.121951 0.0235837
-0.45 0.23 0.12406 0.0228966
-0.45 0.25 0.136929 0.025416
-0.45 0.27 0.142857 0.0261914
-0.45 0.29 0.11588 0.0235578
-0.45 0.31 0.160338 0.0280179
-0.45 0.33 0.101695 0.0217883
-0.45 0.35 0.123636 0.022476
-0.45 0.37 0.12749 0.0239308
-0.45 0.39 0.0856031 0.0190158
-0.45 0.41 0.122881 0.0241799
-0.45 0.43 0.155894 0.0261755
-0.45 0.45 0.117424 0.0222939
-0.45 0.47 0.103175 0.0212524
-0.45 0.49 0.143396 0.0248739
-0.45 0.51 0.0956175 0.0204297
-0.45 0.53 0.188596 0.0313557
-0.45 0.55 0.0979592 0.0209523
-0.45 0.57 0.134199 0.0256693
-0.45 0.59 0.0988142 0.0207163
-0.45 0.61 0.0983607 0.0210421
-0.45 0.63 0.106299 0.0215171
-0.45 0.65 0.138462 0.0246228
-0.45 0.67 0.120155 0.0228402
-0.45 0.69 0.110169 0.0227651
-0.45 0.71 0.165289 0.0282118
-0.45 0.73 0.115226 0.0229961
-0.45 0.75 0.144068 0.0264273
-0.45 0.77 0.0769231 0.0178498
-0.45 0.79 0.137795 0.0248446
-0.45 0.81 0.0846774 0.0192446
-0.45 0.83 0.109375 0.021771
-0.45 0.85 0.109375 0.021771
-0.45 0.87 0.116105 0.0220304
-0.45 0.89 0.114754 0.022897
-0.45 0.91 0.126482 0.023731
-0.45 0.93 0.131086 0.0235652
-0.45 0.95 0.134454 0.0253158
-0.45 0.97 0.121739 0.0243667
-0.45 0.99 0.092827 0.020689
-0.45 1.01 0.171946 0.0301963
-0.45 1.03 0.115044 0.0238245
-0.45 1.05 0.116 0.0227557
-0.45 1.07 0.121212 0.0242555
-0.43 -0.89 0.122881 0.0241799
-0.43 -0.87 0.207792 0.0329613
-0.43 -0.85 0.127148 0.0221921
-0.43 -0.83 0.143411 0.0252105
-0.43 -0.81 0.127208 0.0225096
-0.43 -0.79 0.165441 0.0266246
-0.43 -0.77 0.118852 0.0233451
-0.43 -0.75 0.118081 0.022072
-0.43 -0.73 0.15102 0.0266364
-0.43 -0.71 0.123967 0.0239951
-0.43 -0.69 0.136187 0.0245372
-0.43 -0.67 0.0989761 0.0192675
-0.43 -0.65 0.16996 0.0280349
-0.43 -0.63 0.137255 0.0247413
-0.43 -0.61 0.155378 0.0267437
-0.43 -0.59 0.133065 0.0246566
-0.43 -0.57 0.137931 0.0245227
-0.43 -0.55 0.105505 0.0231306
-0.43 -0.53 0.133333 0.0236574
-0.43 -0.51 0.133065 0.0246566
-0.43 -0.49 0.112782 0.0217212
-0.43 -0.47 0.101504 0.0205019
-0.43 -0.45 0.100746 0.0203419
-0.43 -0.43 0.112971 0.0229364
-0.43 -0.41 0.120755 0.0225987
-0.43 -0.39 0.0915493 0.0187582
-0.43 -0.37 0.131579 0.0236589
-0.43 -0.35 0.152838 0.0277385
-0.43 -0.33 0.116183 0.0231969
-0.43 -0.31 0.134694 0.0249764
-0.43 -0.29 0.154472 0.0269245
-0.43 -0.27 0.103203 0.0201289
-0.43 -0.25 0.107407 0.0209889
-0.43 -0.23 0.125926 0.0229156
-0.43 -0.21 0.125 0.0238125
-0.43 -0.19 0.103679 0.0195628
-0.43 -0.17 0.146067 0.0250395
-0.43 -0.15 0.143836 0.0237369
-0.43 -0.13 0.175439 0.0300743
-0.43 -0.11 0.137405 0.0244235
-0.43 -0.09 0.136 0.0248593
-0.43 -0.07 0.13308 0.0239447
-0.43 -0.05 0.100694 0.0196173
-0.43 -0.03 0.138996 0.0247237
-0.43 -0.01 0.157706 0.0255812
-0.43 0.01 0.109756 0.0222516
-0.43 0.03 0.128302 0.0233726
-0.43 0.05 0.150215 0.0272312
-0.43 0.07 0.115672 0.0219439
-0.43 0.09 0.147727 0.0253424
-0.43 0.11 0.102941 0.0204308
-0.43 0.13 0.141176 0.0251355
-0.43 0.15 0.115079 0.0225658
-0.43 0.17 0.125954 0.0232657
-0.43 0.19 0.147679 0.0267421
-0.43 0.21 0.139831 0.0259875
-0.43 0.23 0.132075 0.0237534
-0.43 0.25 0.118644 0.0212108
-0.43 0.27 0.152941 0.0262964
-0.43 0.29 0.0981132 0.0201634
-0.43 0.31 0.158915 0.0267176
-0.43 0.33 0.113208 0.0218073
-0.43 0.35 0.113139 0.021439
-0.43 0.37 0.133333 0.0250924
-0.43 0.39 0.101167 0.02082
-0.43 0.41 0.129921 0.0240407
-0.43 0.43 0.163636 0.0263137
-0.43 0.45 0.152263 0.0268702
-0.43 0.47 0.106299 0.0215171
-0.43 0.49 0.119658 0.023928
-0.43 0.51 0.145374 0.0270835
-0.43 0.53 0.120172 0.0240362
-0.43 0.55 0.114173 0.022379
-0.43 0.57 0.1 0.0205688
-0.43 0.59 0.113821 0.0227013
-0.43 0.61 0.11245 0.022414
-0.43 0.63 0.0916667 0.0204195
-0.43 0.65 0.181034 0.0303576
-0.43 0.67 0.117904 0.023991
-0.43 0.69 0.126984 0.0238305
-0.43 0.71 0.156379 0.0272794
-0.43 0.73 0.0655172 0.0155153
-0.43 0.75 0.136364 0.0253046
-0.43 0.77 0.127907 0.0236469
-0.43 0.79 0.0511811 0.0145538
-0.43 0.81 0.110672 0.022042
-0.43 0.83 0.126531 0.0241205
-0.43 0.85 0.108333 0.0223671
-0.43 0.87 0.114943 0.0221588
-0.43 0.89 0.148936 0.0269845
-0.43 0.91 0.107759 0.0226832
-0.43 0.93 0.102222 0.0223777
-0.43 0.95 0.106838 0.02248
-0.43 0.97 0.134146 0.0248689
-0.43 0.99 0.0995261 0.0227735
-0.43 1.01 0.118577 0.0228967
-0.43 1.03 0.0826772 0.0187726
-0.43 1.05 0.0987654 0.0211325
-0.43 1.07 0.105023 0.02302
-0.41 -0.91 0.150794 0.0262416
-0.41 -0.89 0.120438 0.0221922
-0.41 -0.87 0.10687 0.0212484
-0.41 -0.85 0.15261 0.0265787
-0.41 -0.83 0.108108 0.0215065
-0.41 -0.81 0.100402 0.0210643
-0.41 -0.79 0.148594 0.0261809
-0.41 -0.77 0.162055 0.0272825
-0.41 -0.75 0.122449 0.0236852
-0.41 -0.73 0.145098 0.025526
-0.41 -0.71 0.123552 0.0231511
-0.41 -0.69 0.117155 0.0234012
-0.41 -0.67 0.140741 0.0243849
-0.41 -0.65 0.146067 0.0250395
-0.41 -0.63 0.119231 0.0226552
-0.41 -0.61 0.167969 0.0276828
-0.41 -0.59 0.135021 0.025429
-0.41 -0.57 0.123188 0.0223901
-0.41 -0.55 0.120275 0.0215181
-0.41 -0.53 0.11236 0.0216358
-0.41 -0.51 0.130769 0.0238481
-0.41 -0.49 0.158537 0.0273245
-0.41 -0.47 0.107759 0.0226832
-0.41 -0.45 0.178862 0.0292767
-0.41 -0.43 0.0724138 0.0163641
-0.41 -0.41 0.147368 0.0243574
-0.41 -0.39 0.0970149 0.0199277
-0.41 -0.37 0.141176 0.0251355
-0.41 -0.35 0.126354 0.0226669
-0.41 -0.33 0.143426 0.0255612
-0.41 -0.31 0.174603 0.028528
-0.41 -0.29 0.128405 0.0237441
-0.41 -0.27 0.132576 0.0238486
-0.41 -0.25 0.158996 0.0277674
-0.41 -0.23 0.114391 0.0216885
-0.41 -0.21 0.145833 0.0240876
-0.41 -0.19 0.137681 0.0238228
-0.41 -0.17 0.0842491 0.0182922
-0.41 -0.15 0.0733591 0.0174361
-0.41 -0.13 0.149813 0.0253999
-0.41 -0.11 0.148551 0.0248633
-0.41 -0.09 0.109244 0.0225644
-0.41 -0.07 0.126437 0.0233598
-0.41 -0.05 0.162393 0.0284022
-0.41 -0.03 0.146825 0.0258493
-0.41 -0.01 0.122449 0.0236852
-0.41 0.01 0.121569 0.0231235
-0.41 0.03 0.141264 0.0244812
-0.41 0.05 0.146341 0.026114
-0.41 0.07 0.136201 0.0235513
-0.41 0.09 0.135338 0.0240343
-0.41 0.11 0.131579 0.0236589
-0.41 0.13 0.108303 0.0208166
-0.41 0.15 0.168103 0.0290928
-0.41 0.17 0.130112 0.0233799
-0.41 0.19 0.119048 0.0229924
-0.41 0.21 0.145228 0.0262702
-0.41 0.23 0.14346 0.0263088
-0.41 0.25 0.135021 0.025429
-0.41 0.27 0.1375 0.0255283
-0.41 0.29 0.108871 0.0220633
-0.41 0.31 0.1 0.0205688
-0.41 0.33 0.191964 0.0319608
-0.41 0.35 0.130597 0.0234722
-0.41 0.37 0.14902 0.0259129
-0.41 0.39 0.119048 0.0229924
-0.41 0.41 0.145228 0.0262702
-0.41 0.43 0.139098 0.0244062
-0.41 0.45 0.128906 0.0238422
-0.41 0.47 0.128906 0.0238422
-0.41 0.49 0.101167 0.02082
-0.41 0.51 0.0988593 0.0203237
-0.41 0.53 0.147059 0.0266226
-0.41 0.55 0.145455 0.0275195
-0.41 0.57 0.172996 0.0292612
-0.41 0.59 0.0894309 0.0199011
-0.41 0.61 0.0807175 0.0197782
-0.41 0.63 0.14 0.0252666
-0.41 0.65 0.144628 0.0261548
-0.41 0.67 0.0898876 0.0191551
-0.41 0.69 0.141593 0.0267437
-0.41 0.71 0.136986 0.0266682
-0.41 0.73 0.114504 0.0220699
-0.41 0.75 0.140562 0.0253743
-0.41 0.77 0.117409 0.0230467
-0.41 0.79 0.106996 0.0220777
-0.41 0.81 0.132296 0.0241427
-0.41 0.83 0.125561 0.0251744
-0.41 0.85 0.154867 0.0281314
-0.41 0.87 0.118577 0.0228967
-0.41 0.89 0.077551 0.0184684
-0.41 0.91 0.130252 0.0248709
-0.41 0.93 0.105932 0.0222804
-0.41 0.95 0.118421 0.0241018
-0.41 0.97 0.0929204 0.021198
-0.41 0.99 0.139535 0.0271948
-0.41 1.01 0.108333 0.0223671
-0.41 1.03 0.106122 0.0218888
-0.41 1.05 0.131004 0.0254365
-0.41 1.07 0.115556 0.0239359
-0.39 -0.91 0.126984 0.0238305
-0.39 -0.89 0.132075 0.0265571
-0.39 -0.87 0.13253 0.0245518
-0.39 -0.85 0.142308 0.0250046
-0.39 -0.83 0.12549 0.0235345
-0.39 -0.81 0.101167 0.02082
-0.39 -0.79 0.108871 0.0220633
-0.39 -0.77 0.110656 0.022443
-0.39 -0.75 0.160643 0.027364
-0.39 -0.73 0.167421 0.0297387
-0.39 -0.71 0.130081 0.0244453
-0.39 -0.69 0.145833 0.0263866
-0.39 -0.67 0.145038 0.0251768
-0.39 -0.65 0.107759 0.0226832
-0.39 -0.63 0.121212 0.022689
-0.39 -0.61 0.171548 0.0289984
-0.39 -0.59 0.130252 0.0248709
-0.39 -0.57 0.10219 0.0202748
-0.39 -0.55 0.110294 0.0212183
-0.39 -0.53 0.202703 0.0331385
-0.39 -0.51 0.132143 0.023115
-0.39 -0.49 0.153846 0.0275429
-0.39 -0.47 0.137795 0.0248446
-0.39 -0.45 0.178723 0.0299408
-0.39 -0.43 0.11236 0.0216358
-0.39 -0.41 0.144033 0.0260404
-0.39 -0.39 0.110169 0.0227651
-0.39 -0.37 0.141221 0.0248019
-0.39 -0.35 0.126984 0.0238305
-0.39 -0.33 0.117647 0.0227077
-0.39 -0.31 0.15 0.0257577
-0.39 -0.29 0.138889 0.0250538
-0.39 -0.27 0.176 0.0287733
-0.39 -0.25 0.0833333 0.0180857
-0.39 -0.23 0.129555 0.0243406
-0.39 -0.21 0.10728 0.0213337
-0.39 -0.19 0.170732 0.0285048
-0.39 -0.17 0.123457 0.0238909
