-1.0000000000e+03 3.5500386768e-02 0.0000000000e+00 3.1039176656e-01 0.0000000000e+00
-9.9899899900e+02 3.5532478810e-02 0.0000000000e+00 3.1057282264e-01 0.0000000000e+00
-9.9799799800e+02 3.5564629923e-02 0.0000000000e+00 3.1075410985e-01 0.0000000000e+00
-9.9699699700e+02 3.5596840271e-02 0.0000000000e+00 3.1093562866e-01 0.0000000000e+00
-9.9599599600e+02 3.5629110020e-02 0.0000000000e+00 3.1111737954e-01 0.0000000000e+00
-9.9499499500e+02 3.5661439337e-02 0.0000000000e+00 3.1129936297e-01 0.0000000000e+00
-9.9399399400e+02 3.5693828387e-02 0.0000000000e+00 3.1148157942e-01 0.0000000000e+00
-9.9299299300e+02 3.5726277340e-02 0.0000000000e+00 3.1166402937e-01 0.0000000000e+00
-9.9199199200e+02 3.5758786362e-02 0.0000000000e+00 3.1184671328e-01 0.0000000000e+00
-9.9099099100e+02 3.5791355623e-02 0.0000000000e+00 3.1202963165e-01 0.0000000000e+00
-9.8998999000e+02 3.5823985291e-02 0.0000000000e+00 3.1221278494e-01 0.0000000000e+00
-9.8898898900e+02 3.5856675538e-02 0.0000000000e+00 3.1239617365e-01 0.0000000000e+00
-9.8798798800e+02 3.5889426534e-02 0.0000000000e+00 3.1257979824e-01 0.0000000000e+00
-9.8698698700e+02 3.5922238450e-02 0.0000000000e+00 3.1276365921e-01 0.0000000000e+00
-9.8598598600e+02 3.5955111458e-02 0.0000000000e+00 3.1294775704e-01 0.0000000000e+00
-9.8498498500e+02 3.5988045730e-02 0.0000000000e+00 3.1313209222e-01 0.0000000000e+00
-9.8398398400e+02 3.6021041441e-02 0.0000000000e+00 3.1331666523e-01 0.0000000000e+00
-9.8298298300e+02 3.6054098764e-02 0.0000000000e+00 3.1350147656e-01 0.0000000000e+00
-9.8198198200e+02 3.6087217873e-02 0.0000000000e+00 3.1368652671e-01 0.0000000000e+00
-9.8098098100e+02 3.6120398945e-02 0.0000000000e+00 3.1387181616e-01 0.0000000000e+00
-9.7997998000e+02 3.6153642154e-02 0.0000000000e+00 3.1405734540e-01 0.0000000000e+00
-9.7897897900e+02 3.6186947678e-02 0.0000000000e+00 3.1424311494e-01 0.0000000000e+00
-9.7797797800e+02 3.6220315694e-02 0.0000000000e+00 3.1442912527e-01 0.0000000000e+00
-9.7697697700e+02 3.6253746380e-02 0.0000000000e+00 3.1461537688e-01 0.0000000000e+00
-9.7597597600e+02 3.6287239915e-02 0.0000000000e+00 3.1480187028e-01 0.0000000000e+00
-9.7497497500e+02 3.6320796477e-02 0.0000000000e+00 3.1498860596e-01 0.0000000000e+00
-9.7397397400e+02 3.6354431182e-02 0.0000000000e+00 3.1517558443e-01 0.0000000000e+00
-9.7297297300e+02 3.6388114354e-02 0.0000000000e+00 3.1536280619e-01 0.0000000000e+00
-9.7197197200e+02 3.6421861095e-02 0.0000000000e+00 3.1555027175e-01 0.0000000000e+00
-9.7097097100e+02 3.6455671588e-02 0.0000000000e+00 3.1573798160e-01 0.0000000000e+00
-9.6996997000e+02 3.6489546017e-02 0.0000000000e+00 3.1592593627e-01 0.0000000000e+00
-9.6896896900e+02 3.6523484564e-02 0.0000000000e+00 3.1611413625e-01 0.0000000000e+00
-9.6796796800e+02 3.6557487414e-02 0.0000000000e+00 3.1630258206e-01 0.0000000000e+00
-9.6696696700e+02 3.6591554753e-02 0.0000000000e+00 3.1649127421e-01 0.0000000000e+00
-9.6596596600e+02 3.6625686764e-02 0.0000000000e+00 3.1668021322e-01 0.0000000000e+00
-9.6496496500e+02 3.6659883636e-02 0.0000000000e+00 3.1686939959e-01 0.0000000000e+00
-9.6396396400e+02 3.6694145554e-02 0.0000000000e+00 3.1705883385e-01 0.0000000000e+00
-9.6296296300e+02 3.6728472708e-02 0.0000000000e+00 3.1724851651e-01 0.0000000000e+00
-9.6196196200e+02 3.6762865285e-02 0.0000000000e+00 3.1743844810e-01 0.0000000000e+00
-9.6096096100e+02 3.6797323475e-02 0.0000000000e+00 3.1762862913e-01 0.0000000000e+00
-9.5995996000e+02 3.6831847468e-02 0.0000000000e+00 3.1781906013e-01 0.0000000000e+00
-9.5895895900e+02 3.6866437454e-02 0.0000000000e+00 3.1800974162e-01 0.0000000000e+00
-9.5795795800e+02 3.6901093625e-02 0.0000000000e+00 3.1820067412e-01 0.0000000000e+00
-9.5695695700e+02 3.6935816174e-02 0.0000000000e+00 3.1839185817e-01 0.0000000000e+00
-9.5595595600e+02 3.6970605294e-02 0.0000000000e+00 3.1858329429e-01 0.0000000000e+00
-9.5495495500e+02 3.7005461177e-02 0.0000000000e+00 3.1877498302e-01 0.0000000000e+00
-9.5395395400e+02 3.7040384019e-02 0.0000000000e+00 3.1896692487e-01 0.0000000000e+00
-9.5295295300e+02 3.7075374016e-02 0.0000000000e+00 3.1915912040e-01 0.0000000000e+00
-9.5195195200e+02 3.7110431362e-02 0.0000000000e+00 3.1935157013e-01 0.0000000000e+00
-9.5095095100e+02 3.7145556256e-02 0.0000000000e+00 3.1954427460e-01 0.0000000000e+00
-9.4994995000e+02 3.7180748894e-02 0.0000000000e+00 3.1973723435e-01 0.0000000000e+00
-9.4894894900e+02 3.7216009475e-02 0.0000000000e+00 3.1993044992e-01 0.0000000000e+00
-9.4794794800e+02 3.7251338199e-02 0.0000000000e+00 3.2012392185e-01 0.0000000000e+00
-9.4694694700e+02 3.7286735264e-02 0.0000000000e+00 3.2031765067e-01 0.0000000000e+00
-9.4594594600e+02 3.7322200872e-02 0.0000000000e+00 3.2051163695e-01 0.0000000000e+00
-9.4494494500e+02 3.7357735225e-02 0.0000000000e+00 3.2070588122e-01 0.0000000000e+00
-9.4394394400e+02 3.7393338525e-02 0.0000000000e+00 3.2090038402e-01 0.0000000000e+00
-9.4294294300e+02 3.7429010974e-02 0.0000000000e+00 3.2109514592e-01 0.0000000000e+00
-9.4194194200e+02 3.7464752778e-02 0.0000000000e+00 3.2129016746e-01 0.0000000000e+00
-9.4094094100e+02 3.7500564140e-02 0.0000000000e+00 3.2148544920e-01 0.0000000000e+00
-9.3993994000e+02 3.7536445266e-02 0.0000000000e+00 3.2168099168e-01 0.0000000000e+00
-9.3893893900e+02 3.7572396362e-02 0.0000000000e+00 3.2187679546e-01 0.0000000000e+00
-9.3793793800e+02 3.7608417637e-02 0.0000000000e+00 3.2207286111e-01 0.0000000000e+00
-9.3693693700e+02 3.7644509297e-02 0.0000000000e+00 3.2226918918e-01 0.0000000000e+00
-9.3593593600e+02 3.7680671552e-02 0.0000000000e+00 3.2246578023e-01 0.0000000000e+00
-9.3493493500e+02 3.7716904612e-02 0.0000000000e+00 3.2266263483e-01 0.0000000000e+00
-9.3393393400e+02 3.7753208686e-02 0.0000000000e+00 3.2285975353e-01 0.0000000000e+00
-9.3293293300e+02 3.7789583986e-02 0.0000000000e+00 3.2305713691e-01 0.0000000000e+00
-9.3193193200e+02 3.7826030725e-02 0.0000000000e+00 3.2325478554e-01 0.0000000000e+00
-9.3093093100e+02 3.7862549116e-02 0.0000000000e+00 3.2345269997e-01 0.0000000000e+00
-9.2992993000e+02 3.7899139372e-02 0.0000000000e+00 3.2365088079e-01 0.0000000000e+00
-9.2892892900e+02 3.7935801709e-02 0.0000000000e+00 3.2384932857e-01 0.0000000000e+00
-9.2792792800e+02 3.7972536341e-02 0.0000000000e+00 3.2404804388e-01 0.0000000000e+00
-9.2692692700e+02 3.8009343486e-02 0.0000000000e+00 3.2424705122e-01 0.0000000000e+00
-9.2592592600e+02 3.8046223361e-02 0.0000000000e+00 3.2444630333e-01 0.0000000000e+00
-9.2492492500e+02 3.8083176184e-02 0.0000000000e+00 3.2464582471e-01 0.0000000000e+00
-9.2392392400e+02 3.8120202174e-02 0.0000000000e+00 3.2484560151e-01 0.0000000000e+00
-9.2292292300e+02 3.8157301552e-02 0.0000000000e+00 3.2504565968e-01 0.0000000000e+00
-9.2192192200e+02 3.8194474538e-02 0.0000000000e+00 3.2524599234e-01 0.0000000000e+00
-9.2092092100e+02 3.8231721354e-02 0.0000000000e+00 3.2544659660e-01 0.0000000000e+00
-9.1991992000e+02 3.8269042223e-02 0.0000000000e+00 3.2564747305e-01 0.0000000000e+00
-9.1891891900e+02 3.8306437368e-02 0.0000000000e+00 3.2584862229e-01 0.0000000000e+00
-9.1791791800e+02 3.8343907015e-02 0.0000000000e+00 3.2605004490e-01 0.0000000000e+00
-9.1691691700e+02 3.8381451387e-02 0.0000000000e+00 3.2625174147e-01 0.0000000000e+00
